pop1,pop2
1999.1219683159204,2023.9633724459516
1989.4280093264726,2018.33873745188
2024.375904642663,2039.5641768202045
2011.2329503136173,1985.4034510397696
2001.9198300207875,2013.3278405193112
2025.9728444703774,1991.9373634452415
2007.793379680008,1997.0502351386747
2002.10200863976,2006.5855192705535
2004.4404091662764,1988.4753729751826
1989.739880616849,1982.7246081605722
2027.548151985751,2032.0677818850547
1981.5926819750678,1987.335960566732
1977.7677416381428,2003.7495616814463
1998.011399670971,1995.814007349547
1990.4697409262662,2012.9116664955177
1997.1661376577756,1962.8336299609812
1991.7911911407534,1989.8527302356997
2000.9238164970252,2009.0180643446058
1997.5098753427515,2004.2891377049361
1970.841246719124,2000.693868629582
1988.2279954057587,2019.2809240807749
2000.035444390203,2019.1689907916846
1996.61876537031,2003.0715672926838
2003.6942758076875,2037.548274554408
1997.6748663956678,1975.6672657940965
2018.7078615733465,1984.0081367980924
1987.803507434409,1988.1622557620933
1990.8885665230086,2037.4925096776471
1984.3115695570807,1976.6666319235228
1993.966840471763,2015.7741234020618
2012.6482845343476,1994.1671705009728
1973.9584100466184,2021.5542788728178
2012.2623989334995,1985.4446532337133
2001.9312941971268,1996.3644363495332
1991.752236045685,2004.6684256291674
1980.0909462601185,1992.4654246370499
1984.3980639523156,2014.2962420541817
2011.7809658971082,1996.1740479751272
2012.77618411633,2000.2060379151192
1988.1606208504159,1983.0434336005485
1984.9358504512659,2010.4672118544865
1988.1270557260216,1992.79116268396
2009.4058636553975,1999.156805484151
1986.3018728120442,2035.9088035324462
1987.401259227657,1986.3843174764186
1996.5153955243309,2018.0262084676774
1989.719435043624,1972.653110486723
2025.825721967809,1965.9773744289766
2022.5465503917083,1965.8187833756454
2016.806176676318,1959.9252046293536
2009.8524918852822,2011.6728947013903
1977.1063985795674,2024.4562948064308
2001.1861938260602,1989.3944531970376
2013.9336603955473,1978.5141195910599
1981.3914086896223,1974.5308217721279
2026.348652613797,1989.4682189439213
2006.792558051211,2003.3531351741844
1985.678138213734,1994.466926948114
2008.2027342304398,1989.052429097208
2025.3804832489316,2011.4666493773707
1997.5808797713926,2011.2980469132478
2011.3795208506356,2003.1228741000948
2017.548945400533,1988.6094520378897
1998.3958273813498,2017.793901903837
1997.6578209412676,1998.4278902736412
1980.8720793971345,2007.5406360388981
2010.545594368365,1976.6175145447787
2021.6707681672556,1979.9311722190178
2012.0057635323992,2016.7954061852543
1996.9404904477349,1982.1452051777294
1988.4452359993866,2009.4470746832646
2007.9876134830033,2001.2925208404533
1992.8340702965668,1963.980802273542
1984.3772497150665,2006.434233953629
2026.0321389684902,2002.2684079083676
2023.7276400926398,2005.1379048434133
1997.5313435727742,2003.728115158795
2021.9207640282455,2017.043720566548
1988.5482696941826,2003.7908463967892
2011.3521412200785,2026.7504928759502
2009.7401957020877,2002.2253741674067
1999.4436311922968,2029.191366862289
1998.0716206517409,1974.3307925313088
2002.671469174462,2009.1363845234032
2018.1523959174017,2025.2370648841552
2001.1978345823463,1997.9810636629632
2022.2744888317204,1995.9894017477043
2007.174883764801,1984.783227071859
1991.7563546154684,2013.5295928342398
1990.7625505636015,1997.7594995648587
1992.7397910904774,2036.6604833615102
1992.9113848967802,1989.475534180559
1981.516446868928,1999.0692079630846
2021.5220487210104,1982.8890547013111
1981.590102634931,1990.0654019073731
2014.4828699632615,2000.7241701683315
2013.2239136698868,2009.7380526611842
1990.6061361263137,2004.6468678086649
1987.619437394052,2002.6103243646307
2024.0801932129286,1996.9267847394592
2005.0108300096479,1970.2906422650574
1971.7806294232141,2022.6101545686147
1973.4090889944644,2000.9132719490385
2005.2884635898129,2002.538854764173
2002.3633523058816,1992.345764582338
2017.0586389062164,2001.0451770050433
1968.8783113571003,1984.2242306266762
2005.4576832287837,2008.4070646567945
2018.3549179211911,2002.6658937109473
2000.210326429581,1999.6427603740742
1989.6807883504341,1999.0200151651468
1995.5291991431109,1990.992904657855
2011.2943824350493,1993.1864786542908
1974.1830174422391,1979.9700520548158
1996.804543437441,1998.4137020534047
2010.282397609295,2003.7147021251494
2000.743861468,1985.2591035095845
2010.2372014535163,1988.9588930835905
2003.790279487175,2000.6492213049178
1999.6951308212288,2000.657471698366
2018.2474525576972,2016.0350453180872
2001.027765905223,1986.4932987978007
1998.6568844036856,1983.5658461791033
1997.963974114816,1996.397091270918
1983.2167922959693,2002.1705151296146
1997.0924614494404,2018.164693252041
2007.0278861740794,1987.6691808652265
1998.5277048558225,2004.3034664116703
1986.2357418845752,1984.9437638836143
2008.6885565241428,2025.1031670207974
2021.5998735951912,1981.3811370146786
2025.534701434964,1994.6009570737795
1990.1876083125096,2003.2494837085699
2005.4423295763227,2002.7485844979997
1981.8351415376314,2001.629168408066
2010.3740813095324,1965.5818469539513
2018.2624929608364,1962.519793242908
1998.066076770858,2019.9917508149863
1992.1047376276592,1976.1458397007505
1978.0100435166835,1998.5762461850763
1989.058459340536,2010.7753298333987
1998.9705476576644,2008.8480643938785
2014.7242152061526,1993.5962957345203
1994.225762223421,2025.110113272325
1996.2753017980176,1992.0569180050725
1985.3111320853445,1984.347163525077
2006.345175274502,2011.4320746586168
2022.7271529079876,2011.5957266358143
2003.6825511346187,2012.425564625271
2002.3677984259455,1991.3613371039721
1990.4399921901597,1974.3100565657478
1997.0826284910747,1990.2694582990466
2020.2598905206114,1991.208053937152
1990.3236793064195,2019.0009276725782
2001.1880044162517,1976.002690090123
2002.5194457771763,2014.9914620637978
2009.5958863193812,1970.4211371348879
2002.4604431681998,1983.5220817968286
2000.7450385794814,2015.5072691358748
1984.381764831407,2002.5036223828433
2021.0658921293973,2027.2662352421207
2020.8921801159827,1979.467210427923
1984.740620644582,2006.1094408027818
2007.5052749626889,2027.8007822722027
1988.8870152147979,2017.3410142321754
2009.2323889774134,2028.1755869824492
2002.160414281873,1987.549231143405
2011.3354457061246,1986.3260582713117
2012.1119238269982,1982.9771796148964
2002.1751093928276,2017.8985452495135
1981.9394013060198,2003.8094486211799
2010.18591159808,2007.8685725878393
2002.7225009754222,2012.324563873452
2010.5985638763377,2000.4899793269833
1988.9078776030726,2003.733715515068
2020.1701304323153,2001.2818045033246
2010.1134576346703,1976.2875833525106
2005.0216351660029,1990.0288182544543
1980.3514019308457,2001.0894033543864
1999.6419729401996,1991.5026920524026
1987.5446594128616,1978.118220368684
1997.8939923652247,2010.70216606113
1983.1242699984928,2002.9314715580626
1993.89767661978,2012.2633392245014
2017.4075488135197,2018.4890984718875
2017.0966799419716,2001.1522745015873
1995.695590924667,1999.9882645855841
1982.1298463348473,1976.5082274180459
1990.4644443884674,2008.663111747195
1990.447495614804,1977.0354911534682
2002.5108306745728,2017.0174509959488
2011.818404481443,1985.8454488606183
1999.9883214705383,2012.520217742316
2009.5102039967335,1984.4643002625185
2025.4590133358513,1987.7911994133772
1993.474134845481,1996.5225271147938
1986.4168125154165,2039.8102554053733
2001.8381724648693,1993.5601636426718
2006.5588914682628,2004.0919300546059
1997.426514136239,2033.3451805867674
1991.9053930181954,1991.7589103891255
2024.9094019758204,1990.3629327919043
1998.2159983355739,2003.2049639990455
2003.8958907213503,1991.224752555726
1999.0492196910086,2011.4216996856883
2009.0174441317652,1997.32478978709
1995.7118421373991,1992.8321430164342
1999.0770521828283,1995.9349748396544
1964.7717806289884,2016.1900289088208
1973.9326196270722,2010.6855791446972
1998.2924809234942,2003.1987153627872
2004.7766504058775,2004.5505106950206
2026.8392067550112,1996.895504608571
1993.5175054788942,1989.8129718654761
2011.8592597875033,2035.1194531026772
1993.8094125330808,2003.503758553391
2001.0925027667981,2032.9554104694005
2012.7307080531234,1997.5677019273353
2007.524169994448,2006.1429924868028
1993.2266761845854,1987.1356651509716
1990.8149161895053,1997.0852774697385
1986.2137765345876,1985.2213533346976
2004.2120796327697,2006.5881899038957
2004.9003249019054,1997.583771962457
1983.1367167544943,1996.482850384565
2019.9465852006053,1990.1554231401471
1997.5714664657446,2001.357913884142
1997.5331648787417,2000.6675380865593
2020.7448332767024,1990.3376857569654
1990.7077238635611,2015.8654319969394
1994.6083817817362,1996.5068244741553
2002.0362120698312,1967.5005506562175
2002.4047027963954,2006.2977508247711
2000.513636620072,2005.5134675461218
1992.8046915431892,1993.646256025603
1993.0143788089767,2008.4977277437056
1983.5308673892864,2004.5213721698474
2015.4366399155824,1994.3337526021453
2004.141534386554,2019.2845765847542
1998.3618734046022,2001.8939986942921
2015.7284153289538,1997.7014606774455
1998.4719866124656,1989.5383355481617
1994.9268883603515,1991.556961145149
1984.0595336430326,2011.549001865178
2009.000018612519,2027.368232226359
1997.813373249276,2002.719612525718
1995.3745721534417,2033.5672746296016
2002.4102322044898,1974.1955562803246
1995.7715967908093,2015.29063892579
1986.0817979681215,2010.0336975127727
2016.6662055954016,2002.6652289854185
1988.8541036123236,1991.4215844590315
1990.3255341191025,1989.3081351356668
2014.6542276952875,1997.7816780652868
1999.7177197962444,1996.6592474456154
2006.8118239264193,2008.0771040406746
1997.6510756437617,2008.084880468903
2000.7868450731737,2013.5112958180437
2009.7463679037535,2015.0085469436365
2029.2682159110361,2009.3460057842765
2011.026981091661,2018.1325670031404
2003.6043590568006,1975.3995303362676
1989.3031313333202,2005.2815486733223
2009.035761971,1992.9906413567667
2023.9492480581305,2011.743871767392
1994.6838462779876,2005.5035699356672
1986.3503109071976,1992.825358304574
1997.3183184183931,2035.7487532076836
1983.374360881438,2015.191538964545
2001.312011009647,1998.268066357468
2010.5600332978258,2037.0718988895828
1977.4354138462845,2007.2924819696213
1985.4535186829028,2010.8763020812617
2006.211396199266,1996.430341564045
2030.773692602776,2001.2945849227872
1984.1445354313933,1999.1115685517145
2004.575227212532,1987.926975139842
1997.1970277620494,1960.1051249282327
2004.583851541677,1986.0858513501225
1997.145394451018,1999.2719617307034
2005.8185378205394,1983.3860850968936
1997.6867839512295,2002.1321018792278
1990.3279140668621,1964.2124550465576
2003.9546703946535,2017.046115205567
2013.5278488896813,1982.539782358478
1995.5072071725845,2024.5808329314373
1995.285483338846,1997.091406881312
2008.0861773139693,2016.6471225642465
2005.3128440873038,1989.2299085321504
1982.6420883610022,1982.4366808441237
2008.1326294214036,1987.9634995604574
2008.7521939823973,2005.3127516919617
1982.6426305076025,1973.5211221584664
1976.405164632421,1982.645987829513
1996.967332501835,1985.606906255243
1996.6765489127613,2000.2356243085203
1996.8598292103256,2010.922323213752
2000.3063370838709,2003.6829193122294
2000.9691538205323,1992.1790114484745
1971.0383958669504,1998.6192064917275
1991.2225590891169,2016.3041105604648
2011.1847879803092,1985.1607382489556
2002.094037578628,2002.482823904365
1996.2658410085273,2011.7989120600698
2010.8681530934814,1976.81649600199
2004.722393023744,1973.8502395821358
1982.7295236357322,1990.0426458080442
1989.7508289447808,1978.7764032859263
1998.3029009397744,2003.5389863313796
1997.2605883311358,1980.2016033117254
2011.3206134097154,2016.9831940927452
2021.618760889808,2015.4861744553007
2002.9281733107284,1974.8091013051594
2028.1152832699206,2007.125054324313
1995.6072411926611,2000.276854561347
2008.354954890787,2005.6675503297145
1999.5769779671448,1994.611929082352
2003.5358324389535,1989.4097407898228
2001.9366231507797,2020.1858680146931
2010.274433767849,2009.3601402019106
1998.2780818177987,2002.5377122361795
2022.3069994133755,1997.98816764778
2012.8177369520881,2037.3549444187859
2001.2871259818796,1993.480552915385
1987.9308637693227,1985.5010225144736
1993.1738874422663,1995.7074670715263
2018.5412816179726,1984.395726989121
2008.49983814299,1956.7155496147725
2006.849828580836,2013.603080618932
1999.968525533045,2003.8533952500707
2010.644324406985,2016.4476227188595
1990.719573315613,2012.8924170437665
2003.5517056225715,2018.8284665604756
1988.5957790580856,1981.8603102823145
2012.6290894935287,1988.223414494289
1992.399397857628,1982.2547181014756
2012.5202300194314,2000.2463710357076
1994.9567991067515,2008.5506010608433
2027.498440586514,2020.6902656883283
2008.4103371497047,1997.2029730809002
1998.8017995401474,2008.5040415213336
2036.0981095554635,1981.6694205166707
1994.40115954404,2001.7723961802242
2002.6732826544815,2024.8320116790749
2009.4885164538073,1990.6813125629512
2005.7906043361897,1993.3524209887405
2017.3909065870882,1982.6219053288316
2002.9141254512465,2005.4572893573225
2007.1888364519918,1987.4399722743399
2012.1328906550957,1981.2493742273996
2026.7524029539454,2024.4343417552584
1990.7713593887734,2039.40851924112
2005.9271965297223,2037.4199288831912
2000.4805425811865,1998.7702744274168
1976.821976497491,2013.1510009881456
1990.9650538483831,1996.8342564881002
2006.196610448668,1986.6606326987962
2014.3664392604576,2012.893453742022
2023.4850825308615,1997.380652013663
2004.4715414424304,1984.5991092299637
2008.6434259972311,2007.4231800567477
1966.9326303872829,1981.9909487294613
2032.7797946314017,2019.1301012690215
2002.237979992772,1991.3614197717116
1991.184829955872,2008.2337877590564
1980.3217913807687,2016.1079205284989
1987.0047207154087,1991.135725818518
1997.0144240544048,1993.1064974278524
2005.0354063925406,1995.9114553913112
2021.2015704147223,2006.2761087706583
2008.7520047390115,2023.8476449672817
2020.6399721746484,1984.7841265180057
2019.931670241859,1989.858973056738
2011.9245503816096,1988.518196481286
1996.8688717082355,2000.3415782552704
1982.549544127874,2000.8446095869701
2019.188008369376,1999.099273376971
2004.8931125639058,1999.0038827231838
2015.1689640441202,1999.3851337919743
1978.5589285093922,2005.894260294451
2022.956712667958,1981.043058825197
2005.0536938383393,1996.787190092725
2002.1299089793117,1999.1575480649688
1992.22248875288,2024.9944760062747
1975.881856599496,1988.4114855103992
2001.9922938169393,1978.739139875352
1991.845275626366,1990.8533873196268
2007.1620443747427,1992.7164892593833
1996.9405102468102,1981.9555705753003
1996.426216046311,1970.443272980308
1982.9026892847464,1985.5733493992905
2010.193078015322,1979.4929507918712
2009.2382170344752,2003.9825046798624
2017.9515045595047,1992.0028982666367
2006.1370174740296,2000.0351546053341
1998.7470076209827,2032.435058248139
1999.0067854443173,1998.4663781827308
1980.7290006693468,2022.8054956331737
1983.8688286789989,1997.6504950155045
2008.1983594158928,1990.6666525303865
2001.5037415500449,1973.0522333787667
1995.487207931217,1999.362379666734
1994.3842412574274,1994.6408139665307
2002.5655381248391,2010.5624894583646
1977.060604967986,1961.4812885191084
1971.2699791674358,2006.6925122604114
2015.017661444183,1997.8181479933853
2010.863923307255,2033.9405571575073
2007.6718541985538,2049.3670166779557
1995.3899659623899,1981.8194129787878
2024.4949985063097,1995.276543819511
1996.3526142192031,2006.0051405820245
2027.6979960865133,2014.7772312913676
1986.8546479195836,2001.9379255511942
2005.1637328067713,1984.683769529811
2011.3645867607897,1996.0787488542915
2003.1383518835996,2029.5254688759205
2001.400597044052,2010.0876635057052
2004.8083451933073,1997.6580831084013
1992.458026628294,2010.2113042185013
2023.087055810308,1993.5922384909804
2013.8851303421172,2002.4263870889338
2011.7519010811372,1997.199678734617
2021.3302958610975,2025.5477754030028
2005.775539561824,1969.475508705084
1995.056848062598,2005.9745804282604
2004.1805366631183,2029.4731757239588
1992.529788838942,2007.0772771127508
2000.6426863072124,1992.3568607181685
2026.3085937847843,1983.1518706561308
2028.1006375222446,1992.5816276790895
1996.7417472659943,1999.0454983970064
1997.5563588948432,1996.406341459047
2017.4815564895375,1973.5354351163405
2006.8285671937301,1984.8579363448775
2005.5888217862764,2035.6771705103938
1999.0176530521994,2031.3287570956713
2005.2593068660155,2008.6256808709745
1998.4799296559327,2024.3091101255545
1994.64782512134,1990.4275398481946
2007.7585972663778,2011.7848139543407
2006.5786222599058,1992.1039237202
1987.5468102648829,2020.3649755057477
1994.4358001891956,2001.7941965684684
2009.6715966652816,1978.3659793443157
2005.4968355130354,2015.0525995284534
1988.1669638528103,1990.536617850528
2018.077400963286,2000.9191677032738
2008.799920453338,2021.605156320229
1996.1912209326163,1987.5613831286526
1989.7728517460366,1980.7009440414672
2001.8802116133418,1995.0386473627946
1991.5637930572325,1994.8477033019021
2013.0457196620116,1973.7249937080242
1994.2349309522008,2008.1607821938271
1997.960507549452,1999.3560529977137
2007.2214583252617,2001.322351554521
2019.5548716182832,1987.2419422810408
2006.31116661593,2014.0457420929079
1983.4829001561611,1992.5599591010691
2000.2618730268448,1986.9387812523003
1986.0069431334616,1998.461924969175
2019.6120848765772,1994.4567230305545
2000.5615982334825,2007.415976830755
2009.1026148522876,1994.938124503021
2006.976977489845,2023.251954911804
1998.959686068132,1979.5220023083662
1995.3760980147772,1977.241772078602
1996.6933398314702,1988.4236224024296
1989.3569406854904,1965.8754647998915
2035.5918261481906,1965.2381252665414
2004.0823031067448,1998.9323640154323
2021.8458690003984,1980.0069892047732
1997.6035253159744,2020.2426632906424
2008.1394640959286,1971.7940352371636
1999.909723508289,1993.0582043014754
1989.2354185551073,2005.5615708986859
1992.4221519099142,1983.9619776063414
2012.4671105224495,1988.5575040176739
2004.3039145032008,2022.4905965875369
1998.5562187670275,1987.7811989890008
1986.3404408890522,2028.9747300049817
2025.8215859001573,2004.1872544551318
1990.7450326348835,1972.9754782313282
1984.9647091938618,2005.2098203399014
2013.0124798094398,2022.4973043580414
2004.9743088974203,1988.6254320770292
2000.199037496684,2007.3427531174505
2013.567317152426,1994.7216123190235
2017.4666968340166,2002.2018227560284
2011.8793017618457,2005.4534205821394
2015.9339303447407,1986.2900021149187
2003.3347123457818,2024.0078470448539
1997.157213889715,2000.3902641803768
1985.8233582101514,1991.3961141860407
2000.4413198517898,1976.5047144321034
2002.2388787241364,2018.9399430157537
1988.0357086804777,1992.7707875531075
1993.5512109057163,2008.4516846151846
1999.718850038996,1983.9119858192398
1999.770974441397,2024.5328324813013
2006.1277242995393,2019.187818610679
1993.1895020547433,1979.1501179179525
2026.7963153054206,1997.847395011725
2000.5003242918474,1984.091166146434
2012.7770139441673,1980.6213645917394
1997.7378673844262,1984.55817122656
2021.2711140203992,1969.8425570291633
1996.2544610257457,2002.73142186969
1973.8090598575525,2004.931387325333
2026.5221384412898,2007.9961607626285
1984.9580257886635,2015.993437027773
2017.9213292039144,2012.1483719568632
1993.441688481619,2004.0158173364773
1983.3652922168778,1987.8161636854704
1983.1631249861323,2004.7503039621363
1986.3676268160411,1983.7909137514905
1997.9680467935045,1993.0245186896846
1985.4198427825768,1998.5613621404254
2012.4386040222528,1971.249520516141
1984.6436988219136,1999.5245189838543
1978.1595079895,1994.2133552513487
1989.5364549313547,1984.806566003608
2003.5506135910703,1996.4109233840945
2008.4865860110272,1998.1730856006484
1997.6598773755347,2006.6026293656696
2002.1009828701558,2001.6804659219752
1987.7646103499171,1999.2769877075207
2003.4757739135496,1997.9806983588974
2011.440377735988,1994.493304892964
2012.8392176029165,1981.7813551498054
1995.889606080165,2005.2112284456077
1976.1347040178691,2010.620555575483
1996.380432566422,1979.88463585792
2003.9328688522496,2014.619149943875
1989.7926801368094,2021.7056527298857
2015.8744871351594,1985.9374381309303
1995.7791817556645,2010.1641276647774
2009.8338550817198,1996.714884982236
2013.6756924476695,2008.2228305325375
1990.2571574275203,2024.5498984331068
2004.1105590389045,2012.483519962655
1981.5960230890291,1973.9786212648396
2001.4885280974952,1974.9010459940603
2010.2931996782593,2004.2444994210416
2025.6355384663993,2006.0368882675784
2006.58163021751,2004.4442785902795
2019.697721437208,1999.26118147952
2020.990328915418,2018.230422030406
2023.820256671939,1993.5606382004225
1998.3435087977991,2003.320605656515
1995.133149004899,2022.458152040648
2003.7733129664741,2003.1605180327697
1997.8875615953448,1999.1413923965501
2002.4336693188723,2018.0854643616503
1999.523739139762,2011.2075829381868
1995.14968020466,2016.798437858572
2031.892493079394,1997.9876047264522
2029.7818516734885,2004.2511977405225
1979.7854776025092,2012.7159254764936
2015.5492668710465,2005.1950850604496
2027.6078024167484,2005.8927924096126
1997.9864340414713,2000.7258136272847
1994.0490097432955,2003.878953002525
2021.422041384679,2027.832940621976
2020.9927993531019,1988.206595696286
1979.2312755360242,2033.3846693879632
2000.2068080593083,2005.0355976504388
2002.3595306053812,2000.4132762832517
1994.4156460255294,2004.9324545772943
2017.7671950361466,1983.2385469136348
1991.6367170379465,1987.8992484316975
1995.1236905971646,2001.933875346661
2010.2456118000082,2024.564302169818
1993.0336762724799,1976.9766935542416
1994.8665666970576,2010.167198017142
2023.1739388832762,2010.5577667007233
2011.9796607755923,1951.6244324783672
2005.34397541057,1982.2501840915443
1988.9973936460324,2007.532380612018
1994.4796539409,2012.131055530333
1992.3932879554081,2011.8346681981168
1996.2639508168766,1997.2344852758602
2015.5418500566016,2022.3417425643986
2006.017676543014,2008.2887693648502
2004.564717656774,1985.7939871209926
2007.8320165678888,2014.5845591734726
1998.6874669091198,2002.7505078824643
1991.4129343926825,1996.1759173447588
2001.3054593556328,2003.095378530427
2013.6639448885956,1993.8670224205969
2002.6989189474068,2000.985663598405
2013.0951279333926,2011.2770548417768
1997.3178250148133,2030.8617090534904
2003.3666922994978,1985.3225356418245
1984.6634168992034,2005.1685413131138
2004.4132074931786,2022.3352513185607
2004.8034569453105,1990.2244114965188
1996.256768467108,2001.9997193722465
1979.119321806369,1997.6218315999647
2000.958733129074,1988.6678763948967
2003.158670009141,1975.0584398059027
1997.429971236943,2013.100878831401
2011.2298822000726,1971.1484180209936
2007.549725218507,2016.3893725642677
2006.0294395247636,1982.5976658306424
2020.1060015953076,1996.5279515524026
1987.2518575230463,2012.5076318572053
1988.8631988731784,2005.2391864374488
2004.1493308914553,1997.809479343965
2008.1535792743289,2012.161056433311
1975.6965167017133,2004.6152292009465
2005.6108739618446,2003.2394696205583
2024.960007241476,2009.911481931941
1994.9562112884394,1981.9821742655279
1991.439059068695,1992.0808230541231
2011.114663569986,2005.6998940728927
1994.6600173655593,2000.527960677062
2004.128214647485,2016.0231161892334
1974.1796626139858,1986.9899421016785
1984.1016803815712,2011.288920338998
1991.8237187979314,1989.239417688557
1991.8209368243977,1966.8338658796686
2002.5066808456695,1991.4220909801834
1997.1661258662805,2001.8949024890803
2005.6978565880158,1995.0592969170184
1982.5194211127628,2004.7357743574305
1985.0984895212014,1974.1316890573146
2008.484285202259,2012.1967287873103
2008.9062285662844,2005.887409685925
2002.9233008518825,1995.0006158088456
2003.2897168487452,1997.763868860791
2022.1525969915563,1998.7564318245575
2008.1430071477512,2002.6691941420777
1993.2931436835281,2009.2932421700182
1999.2962654673886,1971.7826498728425
1974.0121324980273,1976.0418945915176
1986.1816812829925,2027.401359627144
1987.4198585253612,1979.826914303072
2012.0853479439,1979.6792679764717
1999.5398098681685,2002.8936273957183
2012.1452938877287,1988.5625240548923
2017.4332882756307,1998.7289146114192
2003.0108638546697,1986.0205242289492
2016.5194985807452,2016.8448177027255
1994.7802674837071,2018.5402364900594
2003.9598206828782,1988.8192050437622
1993.2523190557224,2003.0930169720023
1991.653522374203,1990.2808116150084
2003.6328755383113,1995.4343632467871
2006.1815144548857,2006.9350455521744
1993.85065995434,1978.587375189178
1987.1676177864965,2003.1548141255132
2001.3686863421099,1995.3461000064276
2012.3633389208214,1979.1374470621358
1986.9811712313528,2025.696073315231
2002.5697441969212,1998.8808810661574
1999.4112074638122,1983.381403843084
2005.131074342155,1992.3171413384048
2008.3161382844416,2015.1628259221243
1995.1857034917584,1975.718573715328
2005.207440796995,1998.641103833544
2000.6022407055534,1994.3167296692116
2019.185292355351,1992.3041283702278
1997.1182756296178,1998.542561136155
1993.3675118023828,1979.325940748665
2001.058161856298,1995.4162284721567
1983.7431886012994,2029.287903816237
1990.767119591111,1991.727816451518
1987.4149860369193,1977.5788740637097
2003.7815470180642,1990.8215553169716
2029.44971363965,2017.5553828818436
2022.8517404055372,2012.925279545791
1998.3511640394752,1992.2838870283856
1997.9955680654741,2023.841558196204
1992.2085021855005,1980.2323985905546
2001.7366867112596,2005.5668339976876
1992.9383754834876,2009.6312497818913
2020.8303042085931,2004.74105653609
1995.4651303348849,2000.6917375191258
2028.3890540066816,2007.5661099531121
1984.9735564620596,2003.0574188438345
1983.3334449369956,2005.4934540751829
2026.8440959406553,1983.8307734918478
2007.1073090109116,1979.2260877462581
2010.3944098440802,1982.4406362965215
2011.1850528150449,2008.8254186559782
2007.8569249417599,1983.3882498382986
1980.6354724567154,1986.3199352975266
2005.8172500176033,1978.819874008305
2017.0920168373125,2020.7223321434183
1998.9589646579466,2002.4061584070764
1995.1610903296928,2011.7709809645157
1981.3293342826144,1973.7348377779065
2022.3146468791674,2023.7919434537764
1991.3193631774125,2013.7491031902198
2007.3161384742718,1990.039656556565
2001.454704652871,1982.9589751752762
2009.1449609680474,1986.6186669650376
1994.5495917099572,2009.5551837040489
2019.2013892518708,2020.6846822315933
1992.5967828557486,1992.9322341066002
2017.8923957057566,1995.6209584334283
2023.6413408263131,1991.835159113637
2024.1001577235631,2004.4891169899756
2018.37035569457,2000.6443669779612
2017.0760029445848,2009.221416465459
1983.2703083939005,1994.9318853537543
2018.4980840748538,1985.620064778869
